@relation VIRTUAL
@attribute x real
@attribute y real
@attribute class {0,1,2}

@data
2.788,2.843,2
1.560,2.224,1
2.694,3.729,0
2.912,3.099,0
1.642,3.081,0
3.612,2.219,2
2.049,2.971,0
2.026,3.429,0
1.246,2.430,1
1.802,4.493,0
1.235,3.193,1
2.801,4.697,2
1.304,2.340,1
1.912,4.346,0
1.751,2.915,0
3.760,2.866,2
4.264,3.559,0
1.967,2.732,1
0.957,2.397,1
1.736,3.172,1
4.162,2.908,2
3.535,3.214,2
4.992,3.414,2
3.089,4.446,2
1.305,2.108,1
2.203,2.034,1
2.591,3.366,2
3.548,4.793,2
4.602,4.448,2
4.400,2.693,2
1.807,1.923,1
4.002,6.288,2
4.369,3.091,2
2.120,4.955,0
7.023,5.432,2
1.525,2.066,1
1.221,2.408,1
1.148,3.579,0
5.130,4.356,2
2.058,2.739,1
5.627,3.015,2
1.003,2.986,1
4.302,3.195,2
2.016,4.212,0
1.609,2.989,0
2.069,3.984,0
3.719,4.869,2
2.575,2.128,1
1.512,2.133,1
2.855,4.060,2
2.047,3.534,0
2.488,2.568,1
3.884,3.163,0
1.215,5.586,0
0.952,3.497,0
1.500,2.082,1
1.604,4.853,0
2.619,4.243,0
0.976,3.621,0
4.032,4.374,2
1.798,3.833,0
1.387,2.963,1
2.330,4.885,2
2.139,4.011,0
5.367,3.017,2
1.586,1.968,1
1.332,2.553,1
1.539,5.674,0
3.661,4.034,2
1.224,3.394,0
3.295,3.230,2
3.729,4.943,2
3.516,4.422,2
1.330,2.227,1
2.562,3.636,0
3.473,4.603,0
2.238,5.082,0
3.223,3.706,2
4.742,3.518,2
1.216,3.024,1
1.911,3.665,0
3.407,3.738,2
2.557,2.102,1
1.358,2.914,1
1.490,2.621,1
1.220,2.865,1
1.408,2.616,1
3.199,4.785,2
1.415,3.713,0
2.882,2.767,2
3.432,3.475,2
5.237,2.337,2
1.806,2.744,0
3.703,5.018,2
4.812,4.025,2
2.330,2.722,1
1.275,2.112,1
2.780,5.984,2
5.212,4.247,2
3.482,3.025,2
1.599,2.529,1
4.885,5.737,2
4.453,4.560,0
2.874,1.951,1
4.456,4.530,2
1.418,6.405,0
3.665,6.109,2
3.051,3.769,2
1.576,2.769,1
2.837,3.257,2
3.232,2.957,2
2.016,3.937,0
1.846,4.546,0
1.555,3.485,0
2.059,4.613,0
3.209,3.404,2
1.331,2.388,1
1.116,2.988,1
1.698,3.968,0
3.396,2.021,2
2.914,4.590,0
4.131,5.776,2
2.412,4.856,2
4.709,3.115,2
1.132,1.993,1
2.073,3.530,0
1.686,3.299,1
1.335,2.491,1
6.708,3.482,2
4.296,6.998,0
1.642,2.888,1
1.139,4.475,0
1.399,3.225,1
1.172,2.138,1
1.748,4.052,0
0.963,3.493,0
3.128,3.900,2
1.098,4.232,0
1.586,3.839,0
3.209,3.600,0
3.066,3.347,0
6.452,5.827,2
2.667,2.408,1
1.430,2.247,1
4.164,3.488,2
1.268,1.956,1
2.687,4.786,2
5.057,3.238,2
2.438,4.549,0
2.012,2.360,1
2.396,4.305,0
2.115,3.637,0
1.338,2.827,1
2.871,3.331,0
2.005,4.996,0
1.910,3.735,0
2.779,4.511,0
2.061,3.705,0
2.721,3.435,0
1.469,3.792,0
3.940,2.983,2
1.338,4.270,0
1.887,2.139,1
1.576,4.935,0
1.272,2.917,0
1.586,3.155,0
1.027,2.426,1
1.814,3.442,0
1.061,2.698,1
1.221,1.976,1
1.205,3.510,0
1.213,2.266,1
1.151,2.968,0
1.842,2.461,1
4.198,3.518,2
1.682,2.270,1
1.172,2.140,1
1.545,2.708,1
1.584,3.791,0
1.325,3.649,0
5.120,3.380,2
2.439,3.182,0
3.474,2.023,2
5.362,4.774,2
1.973,3.788,0
1.333,2.290,0
1.184,3.965,0
1.440,2.976,1
1.286,2.977,1
1.645,2.684,1
3.228,4.237,0
1.008,3.268,1
3.249,2.652,2
5.225,3.556,2
1.089,4.209,0
2.469,4.178,0
1.324,2.909,1
1.952,5.696,0
2.867,7.329,2
1.142,3.467,0
4.106,2.964,2
1.837,2.314,1
2.019,3.618,0
4.560,4.040,2
3.067,4.115,2
1.444,4.115,0
1.653,2.888,1
1.558,3.866,0
4.104,5.356,2
1.619,3.396,0
7.310,3.322,2
3.117,5.048,2
2.261,3.727,2
3.594,4.694,2
6.545,5.603,2
1.231,2.522,1
3.976,3.263,2
2.783,3.421,0
3.246,3.519,2
1.618,2.375,1
2.005,1.986,1
3.397,3.252,2
5.742,2.089,2
3.332,2.667,2
1.722,4.034,0
1.414,3.089,1
1.412,2.473,1
1.267,3.242,0
4.742,3.464,2
1.951,3.308,0
2.053,2.999,1
2.949,3.827,2
2.758,3.330,2
1.286,3.275,0
0.849,2.201,1
2.797,4.598,0
3.522,4.439,2
1.823,4.614,0
1.415,4.046,0
2.713,2.224,1
3.721,4.423,2
4.165,3.224,2
3.261,3.246,2
4.345,2.663,2
1.404,3.079,1
0.950,2.508,1
1.306,4.924,0
1.113,4.891,0
3.077,2.400,2
3.614,4.926,2
2.196,5.859,0
2.324,4.483,0
1.640,3.676,0
3.475,5.115,2
1.137,2.650,1
1.518,2.276,1
1.185,2.316,1
1.605,3.114,1
1.461,2.825,1
4.141,3.938,2
4.707,4.367,2
1.178,2.579,1
0.936,2.521,1
1.787,5.969,0
2.627,3.056,0
1.112,2.499,1
3.259,2.488,2
2.303,3.934,0
2.104,1.901,1
1.497,4.455,0
1.795,3.645,0
3.201,4.102,2
6.081,7.406,2
1.499,2.809,1
1.211,3.371,0
1.200,2.293,1
1.280,2.442,1
3.450,4.238,2
4.806,4.442,2
2.107,4.132,0
3.828,3.848,2
3.541,5.207,0
1.554,2.116,1
1.145,4.968,0
2.744,2.518,1
0.995,2.995,0
3.802,5.108,2
1.358,2.862,1
1.139,3.938,0
2.441,4.339,0
1.443,3.309,1
7.424,1.943,2
2.579,2.806,2
2.181,3.281,0
1.604,2.473,1
2.711,3.516,2
0.821,3.783,0
6.119,4.990,2
2.806,2.961,2
1.360,2.747,1
